condition_name,section,content,source_url,source_path
Cystic fibrosis,cause_of_cystic_fibrosis,"Cystic fibrosis is caused by a faulty gene passed through families.

It affects the movement of salt and water in and out of cells in the body. This can cause a build-up of thick, sticky mucus in the body's tubes and passageways. This usually happens in the lungs and digestive system.

A person with cystic fibrosis is born with the condition. It's not possible to catch cystic fibrosis from someone else who has it.

How cystic fibrosis is inherited
To be born with cystic fibrosis, you have to inherit a copy of the faulty gene from both your parents.
This can happen if your parents are ""carriers"" of the faulty gene. This means your parents do not have cystic fibrosis themselves.
It's estimated around 1 in 19 people in Ireland are carriers of cystic fibrosis.
If both parents are carriers, there's a:
- 1 in 4 chance their child won't inherit any faulty genes and won't have cystic fibrosis or be able to pass it on
- 1 in 2 chance their child will inherit a faulty gene from one parent and be a carrier
- 1 in 4 chance their child will inherit the faulty gene from both parents and have cystic fibrosis
If one parent has cystic fibrosis and the other is a carrier, there's a:
- 1 in 2 chance their child will be a carrier
- 1 in 2 chance their child will have cystic fibrosis

To be born with cystic fibrosis, you have to inherit a copy of the faulty gene from both your parents.

This can happen if your parents are ""carriers"" of the faulty gene. This means your parents do not have cystic fibrosis themselves.

It's estimated around 1 in 19 people in Ireland are carriers of cystic fibrosis.

If both parents are carriers, there's a:

- 1 in 4 chance their child won't inherit any faulty genes and won't have cystic fibrosis or be able to pass it on
- 1 in 2 chance their child will inherit a faulty gene from one parent and be a carrier
- 1 in 4 chance their child will inherit the faulty gene from both parents and have cystic fibrosis

If one parent has cystic fibrosis and the other is a carrier, there's a:

- 1 in 2 chance their child will be a carrier
- 1 in 2 chance their child will have cystic fibrosis",https://www2.hse.ie/conditions/cystic-fibrosis/#cause-of-cystic-fibrosis,/conditions/cystic-fibrosis/
Cystic fibrosis,living_with,"Cystic fibrosis tends to get worse over time. It can be fatal if it leads to a serious infection or the lungs stop working properly.

People with cystic fibrosis are now living longer because of advancements in treatment.

About half of people who now have cystic fibrosis will live past the age of 40. Children born with the condition nowadays are likely to live longer than this.",https://www2.hse.ie/conditions/cystic-fibrosis/#living-with-cystic-fibrosis,/conditions/cystic-fibrosis/
Cystic fibrosis,support,"Support is available to help people with cystic fibrosis live as independently as they can.

It can be helpful to speak to others who have the same condition, and to connect with a charity.

Cystic Fibrosis Ireland provides information and resources for people living with cystic fibrosis.",https://www2.hse.ie/conditions/cystic-fibrosis/#support,/conditions/cystic-fibrosis/
Cystitis,symptoms,"Cystitis can cause:

- pain, burning or stinging when you pee
- a need to pee more often and urgently than normal
- pee that's dark, cloudy or strong-smelling
- feeling like you need to pee again soon after going to the toilet
- pain low down in your tummy
- feeling unwell, achy, sick and tired
- confusion in older people - especially people with cognitive problems such as dementia

Young children with cystitis may have other symptoms, such as:

- a high temperature (fever)
- weakness and tiredness
- irritability
- not eating as much as usual
- vomiting",https://www2.hse.ie/conditions/cystitis/#symptoms-of-cystitis,/conditions/cystitis/
Cystitis,treatment_from_a_gp_or_pharmacist,"Your GP or pharmacist can check if you have cystitis by asking about your symptoms.

They may:

- tell you how to treat cystitis at home
- prescribe antibiotics

Your GP may test a sample of your pee for bacteria.",https://www2.hse.ie/conditions/cystitis/#treatment-from-a-gp-or-pharmacist,/conditions/cystitis/
Cystitis,treating_cystitis_at_home,"You may not need to see a GP if you have:

- a female urinary system
- mild symptoms for less than 3 days

To help with cystitis, you can:

- ask your pharmacist for advice and to recommend a painkiller, if needed
- drink plenty of water
- hold a hot water bottle on your tummy or between your thighs
- avoid having sex

Some people use cranberry juice or products that reduce the acidity of their pee. But it's not clear if these are effective.",https://www2.hse.ie/conditions/cystitis/#treating-cystitis-at-home,/conditions/cystitis/
Cystitis,if_cystitis_keeps_coming_back,"You may need other treatment if you have a female urinary system and have cystitis:

- 2 or more times in 6 months
- 3 or more times in 12 months

Your GP may:

- prescribe antibiotics to use whenever you get symptoms (stand-by antibiotics)
- prescribe a low dose of antibiotics to take over several months (continuous antibiotics)
- refer you for tests such as an ultrasound of the urinary tract",https://www2.hse.ie/conditions/cystitis/#if-cystitis-keeps-coming-back,/conditions/cystitis/
Cystitis,prevention,"It is not always possible to prevent cystitis.

But if you get cystitis often, there are some things you can try.",https://www2.hse.ie/conditions/cystitis/#preventing-cystitis,/conditions/cystitis/
Cystitis,causes,"Cystitis is usually caused by a bacterial infection.

Bacteria in the bowel or on the skin can get into the bladder through the urethra. The urethra is the tube that removes urine from the bladder and out of the body.

The urethra is shorter in the female urinary system than the male urinary system. This means bacteria are more likely to reach the bladder and cause an infection.

Some things that can increase the risk of bacteria getting into your bladder include:

- having sex
- wiping your bottom from back to front after you go to the toilet
- inserting a tampon
- having a urinary catheter (a tube that empties the bladder)
- using a diaphragm for contraception
- experiencing the menopause - changes to your hormones and urethra can make it easier to get a UTI
- having diabetes - when the level of sugar in your pee becomes too high, bacteria can multiply
- using spermicide with contraception
- conditions that block the urinary tract, such as kidney stones
- being pregnant
- conditions that make it difficult to fully empty the bladder, such as an enlarged prostate gland in men
- having a weak immune system

Less common causes of cystitis
Sometimes cystitis happens when the urethra or bladder is irritated or damaged.
This can be from:
- friction from sex
- chemical irritants, such as chemicals in perfumed soap or bubble bath
- a catheter or surgery on your bladder
- radiotherapy to your pelvis or treatment with certain chemotherapy medicines
- female genital mutilation (FGM) - an illegal practice of cutting a woman's genitals
Regular use of ketamine can cause problems with your bladder and urinary system. This may be called ketamine bladder or ketamine-induced cystitis.
It's best to tell your GP or doctor if you use ketamine. It will help them to recommend the right treatment for you.
Regular ketamine use damages the lining of the bladder and affects the urinary system. It's important to get help early if you use ketamine and have bladder problems.

Sometimes cystitis happens when the urethra or bladder is irritated or damaged.

This can be from:

- friction from sex
- chemical irritants, such as chemicals in perfumed soap or bubble bath
- a catheter or surgery on your bladder
- radiotherapy to your pelvis or treatment with certain chemotherapy medicines
- female genital mutilation (FGM) - an illegal practice of cutting a woman's genitals

Regular use of ketamine can cause problems with your bladder and urinary system. This may be called ketamine bladder or ketamine-induced cystitis.

It's best to tell your GP or doctor if you use ketamine. It will help them to recommend the right treatment for you.

Regular ketamine use damages the lining of the bladder and affects the urinary system. It's important to get help early if you use ketamine and have bladder problems.",https://www2.hse.ie/conditions/cystitis/#causes-of-cystitis,/conditions/cystitis/
Cystitis,interstitial_cystitis,"Interstitial cystitis is a rare and long-term pain condition. It's sometimes called painful bladder syndrome (PBS).

Symptoms of interstitial cystitis can be similar to cystitis. They include frequent pelvic pain and problems peeing. But there is no obvious bladder infection and antibiotics do not help.

If you think you have interstitial cystitis, talk to your GP. They can tell you about ways to reduce your symptoms.

Interstitial cystitis is not well understood and difficult to diagnose. You may need to have several tests to exclude other causes of your symptoms.

Treatment for interstitial cystitis
You may need to try several treatments to find one that works for you.
Treatments include:
- lifestyle changes - for example, exercise and avoiding certain foods such as coffee
- medicines
- physiotherapy
- surgery or procedures, if other treatments do not work

You may need to try several treatments to find one that works for you.

Treatments include:

- lifestyle changes - for example, exercise and avoiding certain foods such as coffee
- medicines
- physiotherapy
- surgery or procedures, if other treatments do not work",https://www2.hse.ie/conditions/cystitis/#interstitial-cystitis,/conditions/cystitis/
Cystoscopy,types_of_cystoscopy,"There are 2 types of cystoscopy:

- flexible cystoscopy - a thin, bendy cystoscope is used
- rigid cystoscopy - a slightly wider cystoscope that does not bend is used

A flexible cystoscopy is usually done if the test is just to look inside your bladder. You stay awake while it's done.

A rigid cystoscopy may be done to treat a particular problem in your bladder. You'll either be given a general anaesthetic (you sleep) or spinal anaesthetic (the lower half of your body is numbed).

Ask your doctor or nurse which type you're going to have.",https://www2.hse.ie/conditions/cystoscopy/#types-of-cystoscopy,/conditions/cystoscopy/
Cystoscopy,why_you_may_have_a_cystoscopy,"A cystoscopy can be used to look for and treat problems in your bladder or urethra.

It can be used to check for the cause of problems such as:

- blood in your pee
- frequent urinary tract infections (UTIs)
- problems peeing
- long-lasting pelvic pain

A cystoscopy can be used to do treatments such as:

- removing small bladder stones
- inserting or removing a stent (a small tube used to treat blockages)
- injecting medicine into your bladder
- removing a sample of tissue for testing in a laboratory (a biopsy)",https://www2.hse.ie/conditions/cystoscopy/#why-you-may-have-a-cystoscopy,/conditions/cystoscopy/
Cystoscopy,recovering_from_a_cystoscopy,"Most people recover quickly from a cystoscopy.

You can usually leave hospital:

- later the same day if you had a flexible cystoscopy
- 2 days after a rigid cystoscopy

You can usually return to your normal activities as soon as you feel able to.

It's normal to have discomfort when peeing and some blood in your pee for a day or 2.",https://www2.hse.ie/conditions/cystoscopy/#recovering-from-a-cystoscopy,/conditions/cystoscopy/
Dandruff,how_to_treat_dandruff_yourself,"Use an anti-dandruff shampoo. There are several different types you can buy from pharmacies or supermarkets.

Look for shampoo containing one of these ingredients:

- salicylic acid
- selenium sulphide (or selenium sulfide)
- ketoconazole
- coal tar

Your pharmacist can tell you how to use the shampoo.

Use the shampoo for a month to see if your dandruff improves. You might need to try more than one type to find one that works for you.",https://www2.hse.ie/conditions/dandruff/#how-to-treat-dandruff-yourself,/conditions/dandruff/
Dandruff,causes,"Dandruff is not caused by poor hygiene, although it may be more obvious if you do not wash your hair regularly.

Stress and cold weather may also make dandruff worse.

A list of conditions that cause dandruff and the main symptoms",https://www2.hse.ie/conditions/dandruff/#causes-of-dandruff,/conditions/dandruff/
Deep vein thrombosis,symptoms,"Symptoms of DVT are usually:

- throbbing or pain in your calf or thigh which is worse when walking
- swelling, usually in 1 leg, in your ankle, calf or both
- skin on the calf area that is warm when you touch it

DVT can be a very serious condition. Blood clots in your veins can break loose, travel through your bloodstream and get stuck in your lungs. This is called a pulmonary embolism .

What a blood clot in the leg can look like",https://www2.hse.ie/conditions/deep-vein-thrombosis/#symptoms-of-dvt-deep-vein-thrombosis,/conditions/deep-vein-thrombosis/
Deep vein thrombosis,who_is_more_likely_to_get_dvt,"The majority of DVT happens in patients who are in, or recently have been in, hospital or a nursing home. This is especially true if you cannot move around much, such as after an operation.

DVT is more likely to happen if you:

- are over 60
- are overweight
- smoke
- have had DVT before
- take the combined oral contraceptive pill
- have cancer or heart failure
- are pregnant or if you've had a baby in the previous 6 weeks
- are confined to bed",https://www2.hse.ie/conditions/deep-vein-thrombosis/#who-is-more-likely-to-get-dvt,/conditions/deep-vein-thrombosis/
Deep vein thrombosis,how_dvt_is_diagnosed,"If your GP thinks you may have DVT they will refer you to your nearest emergency department (ED).

Doctors will assess your condition and you'll have blood tests to look for fragments of a blood clot. They may arrange for an ultrasound scan of your veins to tell if you have DVT.

You may be given an injection of heparin while you are waiting for your ultrasound scan. This is an anti-coagulant medicine. It stops blood clots from increasing in size and prevents any complications.",https://www2.hse.ie/conditions/deep-vein-thrombosis/#how-dvt-is-diagnosed,/conditions/deep-vein-thrombosis/
Deep vein thrombosis,treatment_of_dvt,"If you are diagnosed with DVT you will continue with heparin injections.

Heparin is given under the skin once a day for 4 to 5 days. You will usually be switched to a tablet form of medication after this.

Warfarin used to be the standard medication for DVT. Newer anticoagulant medications called direct oral anti-coagulation (DOAC) are now being used. These are also known as 'novel' or 'newer' oral anti-coagulation (NOAC). How long you have to take this medication will depend on the cause of the DVT and how serious it is.

In rare cases where a leg is in danger, the clot may be dissolved using clot-busting drugs.

DVT in pregnancy is treated with anticoagulant injections for the rest of the pregnancy and until the baby is at least 6 weeks old.",https://www2.hse.ie/conditions/deep-vein-thrombosis/#treatment-of-dvt,/conditions/deep-vein-thrombosis/
Deep vein thrombosis,recovery_from_dvt,"After having a DVT you will be encouraged to have regular exercise. Walking is best.

Your doctor will advise you to wear a compression stocking, usually below the knee. A healthcare professional should measure and fit for this for you.

Talk to your GP if you are recovering from DVT and are planning a long haul flight or a long journey.",https://www2.hse.ie/conditions/deep-vein-thrombosis/#recovery-from-dvt,/conditions/deep-vein-thrombosis/
Adults - Dehydration,symptoms,"Symptoms of dehydration in adults and children include:

- feeling thirsty
- dark yellow, strong-smelling pee - healthy pee should look pale yellow
- feeling dizzy or lightheaded
- feeling tired
- a dry mouth, lips or tongue
- sunken eyes
- peeing smaller amounts than usual and fewer than 4 times a day

There are some more signs of dehydration in children .",https://www2.hse.ie/conditions/dehydration/#symptoms-of-dehydration,/conditions/dehydration/
Adults - Dehydration,causes,"Dehydration can happen more easily if you have:

- a high temperature of 38 degrees Celsius or more
- diabetes
- been vomiting or have diarrhoea
- been in the sun too long ( heatstroke )
- drank too much alcohol
- exercised and sweated a lot
- been taking medicines that make you pee more (diuretics)
- symptoms of flu or COVID-19",https://www2.hse.ie/conditions/dehydration/#causes-of-dehydration,/conditions/dehydration/
Adults - Dehydration,treating_dehydration,"Drink more fluids when you feel any dehydration symptoms.

If you're vomiting or have diarrhoea and are losing too much fluid, you need to put back the sugar, salts and minerals that your body has lost.

The best fluids to drink are:

- water
- oral rehydration sachets

Your pharmacist can recommend oral rehydration sachets. These are powders that you mix with water and then drink. Ask your pharmacist which ones are right for you or your child.

If you are very ill, ask someone else to go to the pharmacy for you.

If you find it hard to drink because you feel sick or have been vomiting, start with small sips and then gradually drink more.",https://www2.hse.ie/conditions/dehydration/#treating-dehydration,/conditions/dehydration/
Adults - Dehydration,reduce_the_risk_of_dehydration,There are things you can do to reduce the risk of dehydration.,https://www2.hse.ie/conditions/dehydration/#reduce-the-risk-of-dehydration,/conditions/dehydration/
Delayed periods,cause_of_delayed_first_period,"Causes of your first period not starting include:

- a normal delay in development - this often runs in families so if your mum or sister started their periods late, you may too
- a hormonal imbalance
- being underweight
- doing a lot of exercise - this can affect girls who do lots of athletics, gymnastics or dance
- a long-term condition or childhood illness, such as cystic fibrosis or cancer
- eating disorders
- severe stress
- pregnancy - you can get pregnant before you get your first period because your ovaries can start releasing eggs a few months before your periods start
- a problem with your ovaries, womb or vagina",https://www2.hse.ie/conditions/delayed-periods/#cause-of-delayed-first-period,/conditions/delayed-periods/
Delayed periods,treating_a_delayed_first_period,"Usually no treatment is needed if your first period is delayed.

If you need treatment, it will depend on what's causing the problem.

Your GP may:

- recommend hormone therapy
- refer you to a dietitian
- refer you for counselling

Sometimes you may need surgery.",https://www2.hse.ie/conditions/delayed-periods/#treating-a-delayed-first-period,/conditions/delayed-periods/
Dementia with Lewy bodies,symptoms,"If you have dementia with Lewy bodies you may have:

- hallucinations - you see, hear or smell things that are not there
- problems with understanding, thinking, memory and judgement - but your memory may be less affected than with other types of dementia
- confusion or sleepiness - this can change over minutes or hours
- slow movement, stiff limbs and tremors (uncontrollable shaking)
- disturbed sleep, often with violent movements and shouting out
- fainting spells, unsteadiness and falls

These problems can make daily activities difficult. As time goes on it can become hard to look after yourself.

Symptoms of dementia with Lewy bodies",https://www2.hse.ie/conditions/dementia-lewy-bodies/#symptoms-of-dementia-with-lewy-bodies,/conditions/dementia-lewy-bodies/
Dementia with Lewy bodies,causes,"Dementia with Lewy bodies is caused by small clumps of protein (Lewy bodies) forming in brain cells.

They build up in parts of your brain that affect thinking, visual perception and muscle movement.

It's not clear why the clumps develop and how exactly they damage the brain. It may be that the proteins interfere with signals sent between brain cells.

It is rare for dementia with Lewy bodies to run in families.",https://www2.hse.ie/conditions/dementia-lewy-bodies/#causes-of-dementia-with-lewy-bodies,/conditions/dementia-lewy-bodies/
Dementia with Lewy bodies,tests,"There is no single test for dementia with Lewy bodies.

But you will probably have:

- an assessment of your symptoms
- an assessment of your mental abilities - this usually involves tasks and questions
- blood tests to rule out other conditions with similar symptoms
- brain scans to detect signs of dementia or other problems with the brain",https://www2.hse.ie/conditions/dementia-lewy-bodies/#tests-for-dementia-with-lewy-bodies,/conditions/dementia-lewy-bodies/
Dementia with Lewy bodies,treatments_for_dementia_with_lewy_bodies,"There is no cure for dementia with Lewy bodies or any treatment to slow it down.

But there are treatments to help control some of the symptoms, including:

- medicines to reduce hallucinations, confusion, drowsiness, movement problems and disturbed sleep
- therapies such as physiotherapy, occupational therapy and speech and language therapy
- psychological therapies designed to improve memory, problem-solving skills and language

Treatment for dementia with Lewy bodies",https://www2.hse.ie/conditions/dementia-lewy-bodies/#treatments-for-dementia-with-lewy-bodies,/conditions/dementia-lewy-bodies/
Dementia with Lewy bodies,outlook_for_dementia_with_lewy_bodies,"How fast dementia with Lewy bodies gets worse varies from person to person.

Most people need home-based help. Some need care in a nursing home.

The average survival time after diagnosis is 6 to 12 years. Some people live much longer than this.",https://www2.hse.ie/conditions/dementia-lewy-bodies/#outlook-for-dementia-with-lewy-bodies,/conditions/dementia-lewy-bodies/
Dementia with Lewy bodies,support,"If you or a loved one has been diagnosed with dementia, remember that you're not alone.

You can get advice and support from:

- Dementia Understand Together
- Alzheimer Society of Ireland",https://www2.hse.ie/conditions/dementia-lewy-bodies/#support,/conditions/dementia-lewy-bodies/
Dengue (dengue fever),symptoms,"Symptoms of dengue fever usually start suddenly, about 5 to 8 days after you become infected.

Symptoms can include:

- a temperature of 38 degrees Celsius or above
- feeling hot or shivery
- a severe headache
- pain behind your eyes
- muscle and joint pain
- feeling sick
- vomiting
- a widespread red rash
- tummy pain and loss of appetite

The symptoms normally pass after about 1 week. But you may feel tired and a little unwell for a few weeks afterwards.

In rare cases, severe dengue fever can develop after the initial symptoms.",https://www2.hse.ie/conditions/dengue-fever/#symptoms-of-dengue-fever,/conditions/dengue-fever/
Dengue (dengue fever),treatment,"There's no cure or single treatment for dengue fever. You can only relieve the symptoms until the infection has gone.

You can usually look after yourself at home.

It may help to:

- take paracetamol for pain and fever
- drink plenty of fluids to prevent dehydration
- get plenty of rest",https://www2.hse.ie/conditions/dengue-fever/#treatment-for-dengue-fever,/conditions/dengue-fever/
Dengue (dengue fever),where_the_dengue_virus_is_found,"You can get dengue if you're bitten by an infected mosquito. The mosquitoes that carry the dengue virus bite during the day.

Mosquitoes in Ireland do not spread dengue virus. Cases in Ireland usually happen to people who recently travelled to an area where it is common.

Dengue virus is found in parts of:

- Southeast Asia
- the Caribbean
- the Indian subcontinent
- South and Central America
- Africa
- the Pacific Islands
- Australia
- some southern areas of North America

There's also a risk of getting dengue from spring to November in parts of southern Europe.

European countries where dengue has been found include:

- Croatia
- France
- Italy
- Spain
- Portugal and Madeira",https://www2.hse.ie/conditions/dengue-fever/#where-the-dengue-virus-is-found,/conditions/dengue-fever/
Dengue (dengue fever),prevention,"You can prevent dengue virus by avoiding mosquito bites.

There are 4 types of the dengue virus. This means you can get it again if you've had it before. You may only be immune to 1 type of the virus.

To reduce your risk of bites:

- use insect repellent
- wear loose clothing
- sleep under a mosquito net - a net treated with insecticide is best
- be aware of your environment - dengue mosquitoes breed in still water in urban areas

Speak to a GP, practice nurse or visit a travel clinic before travelling. They can give you advice about what you can do to avoid dengue fever and other travel illnesses.

Insect repellent
Use insect repellent on your skin and in sleeping environments. Remember to reapply it frequently. The most effective repellents contain diethyltoluamide (DEET).
Do not use a spray that contains DEET on infants younger than 2 months old. Ask your pharmacist for advice. Follow the manufacturer's instructions.

Use insect repellent on your skin and in sleeping environments. Remember to reapply it frequently. The most effective repellents contain diethyltoluamide (DEET).

Do not use a spray that contains DEET on infants younger than 2 months old. Ask your pharmacist for advice. Follow the manufacturer's instructions.

Clothing
Mosquitoes can bite through tight-fitting clothes. Trousers, long-sleeved shirts, and socks and shoes (not sandals) are best.

Mosquitoes can bite through tight-fitting clothes. Trousers, long-sleeved shirts, and socks and shoes (not sandals) are best.

Dengue vaccine
A vaccine can help prevent against dengue disease. The vaccine available in Ireland is called Qdenga.
Adults and children age 4 and older can get the vaccine. But it is usually only given to people who had dengue before. This is to prevent severe dengue.
The vaccine contains attenuated (weakened) versions of dengue virus serotypes 1, 2, 3 and 4.
You cannot get the vaccine if you:
- have a weak immune system
- are pregnant or breastfeeding

A vaccine can help prevent against dengue disease. The vaccine available in Ireland is called Qdenga.

Adults and children age 4 and older can get the vaccine. But it is usually only given to people who had dengue before. This is to prevent severe dengue.

The vaccine contains attenuated (weakened) versions of dengue virus serotypes 1, 2, 3 and 4.

You cannot get the vaccine if you:

- have a weak immune system
- are pregnant or breastfeeding",https://www2.hse.ie/conditions/dengue-fever/#preventing-dengue-virus,/conditions/dengue-fever/
Dengue (dengue fever),severe_dengue_fever,"In rare cases, dengue fever can be very serious and potentially life-threatening. This is called severe dengue or dengue haemorrhagic fever.

You may be most at risk of severe dengue fever if you had dengue before and get infected again. It's very rare for travellers to get severe dengue fever.",https://www2.hse.ie/conditions/dengue-fever/#severe-dengue-fever,/conditions/dengue-fever/
Dental abscess,symptoms,"Symptoms may include:

- throbbing pain in the tooth or gum - it may happen suddenly and gets gradually worse
- pain that spreads to your ear, jaw and neck
- redness and swelling in your face
- a tender, discoloured or loose tooth
- shiny, red and swollen gums
- sensitivity to hot or cold food and drink
- bad breath or a bad taste in your mouth

You may also have a fever (a high temperature of 38 degrees Celsius or above) and feel generally unwell. The pain can get worse when you lie down. You may find it hard to sleep.

In severe cases, you may find it hard to open your mouth and swallow. You may also have difficulty breathing.",https://www2.hse.ie/conditions/dental-abscess/#symptoms-of-a-dental-abscess,/conditions/dental-abscess/
Dental abscess,when_to_see_your_dentist,See your dentist as soon as possible if you think you have a dental abscess.,https://www2.hse.ie/conditions/dental-abscess/#when-to-see-your-dentist,/conditions/dental-abscess/
Dental abscess,relieving_pain_from_a_dental_abscess,"While you're waiting to see a dentist, painkillers can help control your pain.

Use ibuprofen for dental abscesses. If you're unable to take it for medical reasons, you can take paracetamol.

If one painkiller does not relieve the pain, adults can take both paracetamol and ibuprofen. Always check the doses in the medicine leaflet. Ask advice from your pharmacy if you are unsure.",https://www2.hse.ie/conditions/dental-abscess/#relieving-pain-from-a-dental-abscess,/conditions/dental-abscess/
Dental abscess,causes,"Most abscesses are caused by a bacterial infection. Your mouth is full of bacteria. Bacteria form a sticky film on your teeth called plaque.

The bacteria in plaque produce acids. If you do not keep your teeth clean, these acids can damage your teeth and gums. The damage can lead to tooth decay or gum disease.

You are more at risk of developing a dental abscess if you:

- do not floss and brush your teeth regularly
- eat lots of sugary or starchy food and drink
- get an injury or have surgery on your teeth or gums
- have a weakened immune system - for example, because of chemotherapy or steroid medicine
- have certain conditions, such as diabetes",https://www2.hse.ie/conditions/dental-abscess/#causes-of-dental-abscesses,/conditions/dental-abscess/
Dental abscess,treating_a_dental_abscess,"The treatment for dental abscesses is to remove the source of the infection and drain the pus.

Treatment depends on the location of the abscess and how severe the infection is.

Treatments can include:

- incision and drainage - your dentist makes a small cut in the gum to drain the pus
- root canal treatment - your dentist removes the abscess from the root of the tooth before filling and sealing it
- extraction - your dentist removes the tooth

Incision and drainage is usually a temporary solution while you wait for more treatment. Extraction may be necessary if root canal treatment is not possible.

Your dentist will use a local anaesthetic to numb your mouth for these procedures.

For some procedures, your dentist may use a general anaesthetic. This means you will be asleep for the procedure.

Dentists do not usually prescribe antibiotics for dental abscesses. But you may need antibiotics if the infection spreads or is severe.",https://www2.hse.ie/conditions/dental-abscess/#treating-a-dental-abscess,/conditions/dental-abscess/
Dental abscess,prevention,"You can reduce your risk of developing dental abscesses by keeping your teeth and gums healthy.

To do this:

- use floss or an interdental brush (a small brush to clean between your teeth) at least once a day
- brush your teeth for 2 minutes with fluoride toothpaste twice a day
- do not rinse your mouth with water or mouthwash after brushing - this washes away the protective toothpaste
- cut down on sugary and starchy food and drinks
- visit your dentist regularly

Your dentist can suggest how often you need a check-up, based on your oral health.",https://www2.hse.ie/conditions/dental-abscess/#preventing-dental-abscesses,/conditions/dental-abscess/
Diabetes and pregnancy,what_it_means_for_you,"If you are pregnant and have type 1 or type 2 diabetes, you may be at higher risk of having:

- a large baby - which may increase the risk of a difficult birth or a caesarean section
- a smaller baby
- a miscarriage
- early delivery
- low blood glucose (hypos)
- high blood glucose levels
- blood pressure problems

Risk of complications from diabetes
You are also at risk of developing problems with your:
- eyes (diabetic retinopathy)
- kidneys (diabetic nephropathy)
You can also develop diabetic ketoacidosis . This is where harmful chemicals called ketones build up in the blood.
Anyone with diabetes is at risk of these complications. But pregnancy can increase the risk.

You are also at risk of developing problems with your:

- eyes (diabetic retinopathy)
- kidneys (diabetic nephropathy)

You can also develop diabetic ketoacidosis . This is where harmful chemicals called ketones build up in the blood.

Anyone with diabetes is at risk of these complications. But pregnancy can increase the risk.",https://www2.hse.ie/conditions/diabetes-and-pregnancy/#what-it-means-for-you,/conditions/diabetes-and-pregnancy/
Diabetes and pregnancy,what_it_means_for_your_baby,"If you have type 1 or type 2 diabetes, your baby may be at higher risk of having:

- low blood glucose levels
- low calcium
- jaundice - yellowing of the skin and whites of the eyes. This is common
- health problems shortly after birth, such as heart and breathing problems, and needing hospital care
- obesity or diabetes later in life

It is rare, but there's also a slightly higher chance of your baby:

- being born with birth defects, particularly heart and nervous system abnormalities
- being stillborn
- dying soon after birth

Managing your diabetes well, before and during your pregnancy, will help to reduce these risks.",https://www2.hse.ie/conditions/diabetes-and-pregnancy/#what-it-means-for-your-baby,/conditions/diabetes-and-pregnancy/
Diabetes and pregnancy,reducing_the_risks,"The best way to reduce any risks is to manage your diabetes well before you get pregnant.

Ideally, plan to get pregnant at a time when your diabetes and any medical complications you have are very stable.

You should:

- have a HbA1c of below 48mmol/mol before you become pregnant
- keep your HbA1c between 42 to 48mmol/mol when you are pregnant

High blood glucose levels in the first 8 weeks of pregnancy can increase the risk of miscarriage and birth defects in your baby.

Avoid smoking, alcohol and recreational drugs.

Check for diabetic ketoacidosis
If you have type 1 diabetes, you should check for diabetic ketoacidosis. You'll be given testing strips and a monitor to test your blood ketone levels.
Use these if:
- your blood glucose levels are high
- you are getting sick or have diarrhoea

If you have type 1 diabetes, you should check for diabetic ketoacidosis. You'll be given testing strips and a monitor to test your blood ketone levels.

Use these if:

- your blood glucose levels are high
- you are getting sick or have diarrhoea",https://www2.hse.ie/conditions/diabetes-and-pregnancy/#reducing-the-risks,/conditions/diabetes-and-pregnancy/
