chunk_id,condition_name,question,answer,section,source_url,source_path
breast_screening_-_breastcheck::more_about_breast_screening,Breast screening - BreastCheck,What should I know about breast screening - breastcheck and more about breast screening?,"- Your personal information
- Benefits and limitations of screening
- Interval cancer
- How to access your records",more_about_breast_screening,https://www2.hse.ie/conditions/breast-screening/#more-about-breast-screening,/conditions/breast-screening/
breast_screening_-_breastcheck::your_screening_appointment,Breast screening - BreastCheck,What should I know about breast screening - breastcheck and your screening appointment?,"- What to expect
- If you have additional needs
- Screening locations
- Results and next steps",your_screening_appointment,https://www2.hse.ie/conditions/breast-screening/#your-screening-appointment,/conditions/breast-screening/
breech_position_-_breech_presentation::ultrasound_scan_of_hips,Breech position - Breech presentation,What should I know about breech position - breech presentation and ultrasound scan of hips?,"If your baby is still breech after 36 weeks, he or she may need an ultrasound scan of their hips. Ask your paediatrician or GP about this.",ultrasound_scan_of_hips,https://www2.hse.ie/conditions/breech-presentation/#ultrasound-scan-of-hips,/conditions/breech-presentation/
breech_position_-_breech_presentation::what_causes_a_baby_to_be_in_the_breech_position,Breech position - Breech presentation,What should I know about breech position - breech presentation and what causes a baby to be in the breech position?,"Most of the time it is simply because the baby has not turned and remains in the breech position.

Sometimes a baby can be breech if:

- the placenta is in an unusual position
- there is a multiple pregnancy (like twins or triplets)
- there is too little or too much fluid in the womb

Most breech babies are born with no health problems. Occasionally a breech presentation can be a sign of a health problem.

Your baby will have a full newborn clinical examination at birth like all babies. They may need some extra tests of their hips.",what_causes_a_baby_to_be_in_the_breech_position,https://www2.hse.ie/conditions/breech-presentation/#what-causes-a-baby-to-be-in-the-breech-position,/conditions/breech-presentation/
bronchiolitis::symptoms,Bronchiolitis,What are the symptoms of bronchiolitis?,"Bronchiolitis usually begins like a cold.

Your child might have a:

- runny nose
- blocked nose
- mild fever (temperature of 38 degrees Celsius)
- slight cough

Further symptoms usually develop over the next few days, including:

- mild fever (temperature of 38 degrees Celsius)
- a dry and persistent cough
- rapid or noisy breathing (wheezing)
- feeding less
- fewer wet nappies
- vomiting after feeding
- being irritable",symptoms,https://www2.hse.ie/conditions/bronchiolitis/#symptoms,/conditions/bronchiolitis/
bronchiolitis::dealing_with_fever,Bronchiolitis,What should I know about bronchiolitis and dealing with fever?,"If your child is uncomfortable with their high temperature, you can give them medicine to help reduce their temperature. You could give them liquid infant paracetamol. Or, if they are older than 3 months, you can give them liquid ibuprofen.

Chat to your pharmacist for advice. Always read the label.

Do not underdress or overdress your child. Care for them in comfortable, loose clothing. Do not sponge them or bathe them in cool or lukewarm water.",dealing_with_fever,https://www2.hse.ie/conditions/bronchiolitis/#dealing-with-fever,/conditions/bronchiolitis/
bronchiolitis::diagnosis,Bronchiolitis,What should I know about bronchiolitis and diagnosis?,"Your GP will usually make a diagnosis based on:

- asking about your child's symptoms and how long they've had them
- listening to your child's breathing using a stethoscope to check for any crackling or high-pitched wheezing

Checking for dehydration
You GP might look for signs of dehydration if your child hasn't been feeding well or has been vomiting, for example:
- dry mouth and skin
- drowsiness
- producing little or no urine
- the soft spot on their head (fontanelle) looks like it has sunk inwards (sunken fontanelle)

You GP might look for signs of dehydration if your child hasn't been feeding well or has been vomiting, for example:

- dry mouth and skin
- drowsiness
- producing little or no urine
- the soft spot on their head (fontanelle) looks like it has sunk inwards (sunken fontanelle)",diagnosis,https://www2.hse.ie/conditions/bronchiolitis/#diagnosis,/conditions/bronchiolitis/
bronchiolitis::feed_your_child_little_and_often,Bronchiolitis,What should I know about bronchiolitis and feed your child little and often?,"Babies with bronchiolitis can become very tired when feeding.

You should:

- offer breastfeeds frequently if you're breastfeeding
- give smaller feeds more often if you're bottle feeding

Provide milk feeds and plenty to drink if your child is older than 6 months. Do not worry if they do not want to eat. The most important thing is that they are drinking.

You may need to give toddlers extra fluids to stop them becoming dehydrated.",feed_your_child_little_and_often,https://www2.hse.ie/conditions/bronchiolitis/#feed-your-child-little-and-often,/conditions/bronchiolitis/
bronchiolitis::keep_your_child_away_from_other_small_children,Bronchiolitis,What should I know about bronchiolitis and keep your child away from other small children?,"The virus that causes bronchiolitis can spread to other children. So if your child has bronchiolitis, keep them at home until they have no symptoms and their temperature has returned to normal.",keep_your_child_away_from_other_small_children,https://www2.hse.ie/conditions/bronchiolitis/#keep-your-child-away-from-other-small-children,/conditions/bronchiolitis/
bronchiolitis::long-term_effects,Bronchiolitis,What should I know about bronchiolitis and long-term effects?,"Bronchiolitis does not usually cause long-term breathing problems. But it can damage cells in your child's airways. This can last for 3 to 4 months and cause ongoing wheezing and coughing.

There may be a link between bronchiolitis and respiratory conditions in later life.

Research has found that some children who get repeated bouts of bronchiolitis might be more prone to getting asthma when they are older. But it is not clear whether it is bronchiolitis or other factors that have caused this.",long-term_effects,https://www2.hse.ie/conditions/bronchiolitis/#long-term-effects,/conditions/bronchiolitis/
bronchiolitis::look_after_yourself,Bronchiolitis,What should I know about bronchiolitis and look after yourself?,"Babies and small children with bronchiolitis often do not sleep well at night. The cough can seem to get worse at night.

Ask friends or family to help you so that you can get some rest.",look_after_yourself,https://www2.hse.ie/conditions/bronchiolitis/#look-after-yourself,/conditions/bronchiolitis/
bronchiolitis::reduce_the_risk_of_bronchiolitis,Bronchiolitis,What should I know about bronchiolitis and reduce the risk of bronchiolitis?,"You cannot prevent bronchiolitis but you can reduce the chance of infection and spread by doing the following:

- keep young children away from people who are sick with coughs and colds as much as possible
- ask people not to visit if they are have cold or flu symptoms, even if they do not feel unwell
- cover your child's nose and mouth when they cough or sneeze
- once used, throw tissues away
- clean your hands and your child's often - ask anyone in contact with your child to clean their hands first
- wash and dry forks, knives and spoons after use
- keep infected children at home until symptoms have improved
- wash or wipe toys and surfaces often
- avoid smoking around your child, and do not let others smoke around them

Breastfeeding and bronchiolitis
Breastfeeding your baby may prevent them from getting bronchiolitis. This is because babies get special proteins called antibodies from breastmilk. Antibodies can protect your child from infection.

Breastfeeding your baby may prevent them from getting bronchiolitis. This is because babies get special proteins called antibodies from breastmilk. Antibodies can protect your child from infection.

Helping children at high risk of severe bronchiolitis
Children with existing health problems or who were born premature are at high risk of severe bronchiolitis. They might get monthly antibody injections. This will reduce the severity of an infection.

Children with existing health problems or who were born premature are at high risk of severe bronchiolitis. They might get monthly antibody injections. This will reduce the severity of an infection.",reduce_the_risk_of_bronchiolitis,https://www2.hse.ie/conditions/bronchiolitis/#reduce-the-risk-of-bronchiolitis,/conditions/bronchiolitis/
bronchiolitis::treat_your_child_at_home,Bronchiolitis,What should I know about bronchiolitis and treat your child at home?,"You can usually care for your child at home if your child has mild, cold-like symptoms and is recovering well.

There's no specific treatment for bronchiolitis. It will usually clear up on its own after 2 to 3 weeks.

Do the following for your child as part of your at-home care:

- Check on them often, day and night.
- Contact your GP if their symptoms get worse.
- Give them as much chance to rest as possible.
- Keep them upright to help them breathe and feed.
- Offer your child their usual milk feeds. They may need to take smaller amounts more often.
- You may need to give your child extra water or fruit juice to stop them getting dehydrated.
- Keep the air moist - making your home too warm will dry out the air.",treat_your_child_at_home,https://www2.hse.ie/conditions/bronchiolitis/#treat-your-child-at-home,/conditions/bronchiolitis/
bronchiolitis::use_nasal_drops,Bronchiolitis,What should I know about bronchiolitis and use nasal drops?,"You can use saline drops or saline nasal spray on your baby before each feed.

Place a couple of drops of saline in your child's nose before they feed to help relieve a blocked nose.

Your pharmacist will tell you which drops are suitable for your baby.",use_nasal_drops,https://www2.hse.ie/conditions/bronchiolitis/#use-nasal-drops,/conditions/bronchiolitis/
bronchiolitis::when_to_get_medical_help,Bronchiolitis,What should I know about bronchiolitis and when to get medical help?,"Most children with bronchiolitis can be cared for at home.

But keep a close eye on your child. Symptoms can get worse quickly. Your child may need hospital treatment.",when_to_get_medical_help,https://www2.hse.ie/conditions/bronchiolitis/#when-to-get-medical-help,/conditions/bronchiolitis/
bronchiolitis::when_your_child_might_be_admitted_to_hospital,Bronchiolitis,What should I know about bronchiolitis and when your child might be admitted to hospital?,"Your GP may refer your child to hospital if they're:

- not feeding properly
- dehydrated
- having problems breathing

Your GP may refer your child to the paediatric emergency department if they feel that your child needs support for breathing or feeding.",when_your_child_might_be_admitted_to_hospital,https://www2.hse.ie/conditions/bronchiolitis/#when-your-child-might-be-admitted-to-hospital,/conditions/bronchiolitis/
bronchitis::symptoms,Bronchitis,What are the symptoms of bronchitis?,"The main symptom of acute bronchitis is a hacking cough. This cough may bring up clear, yellow-grey or greenish mucus (phlegm).

Other symptoms are like those of the common cold or sinusitis , and may include:

- a sore throat
- a headache
- a runny or blocked nose
- aches and pains
- tiredness

If you have acute bronchitis, your cough may last for several weeks after other symptoms have gone.

The continual coughing makes your chest and stomach muscles sore.

Some people may have shortness of breath or wheezing as a result of inflamed airways. This is more common with long-term (chronic) bronchitis.",symptoms,https://www2.hse.ie/conditions/bronchitis/#symptoms-of-bronchitis,/conditions/bronchitis/
bronchitis::causes,Bronchitis,What causes bronchitis?,"Viral and bacterial infections
Bronchitis is usually caused by a virus. Less often, it's caused by a bacteria.
In most cases, bronchitis is caused by the same viruses that cause the common cold or flu.
The virus is contained in the millions of tiny droplets that come out of the nose and mouth when someone coughs or sneezes.
These droplets typically spread about 1 metre. They hang suspended in the air for a while, then land on surfaces, where the virus can survive for up to 24 hours.
Anyone who touches these surfaces can spread the virus by touching something else.

Bronchitis is usually caused by a virus. Less often, it's caused by a bacteria.

In most cases, bronchitis is caused by the same viruses that cause the common cold or flu.

The virus is contained in the millions of tiny droplets that come out of the nose and mouth when someone coughs or sneezes.

These droplets typically spread about 1 metre. They hang suspended in the air for a while, then land on surfaces, where the virus can survive for up to 24 hours.

Anyone who touches these surfaces can spread the virus by touching something else.

Breathing in irritant substances
Bronchitis can be triggered by breathing in irritant substances, such as smog, chemicals in household products or tobacco smoke.
Smoking is the main cause of chronic bronchitis. It can affect people who inhale secondhand smoke, as well as those who smoke themselves.
People with chronic bronchitis often develop another smoking-related lung disease called emphysema. The air sacs inside the lungs become damaged, and this causes shortness of breath.

Bronchitis can be triggered by breathing in irritant substances, such as smog, chemicals in household products or tobacco smoke.

Smoking is the main cause of chronic bronchitis. It can affect people who inhale secondhand smoke, as well as those who smoke themselves.

People with chronic bronchitis often develop another smoking-related lung disease called emphysema. The air sacs inside the lungs become damaged, and this causes shortness of breath.

Smoking and bronchitis
It's important that you stop smoking if you have bronchitis.
Smoking aggravates bronchitis and increases your risk of developing emphysema.
Stopping smoking while you have bronchitis can also be the perfect opportunity to quit altogether.
Cigarette smoke and the chemicals in cigarettes make bronchitis worse. They can increase your risk of developing chronic bronchitis and COPD. A GP or HSE Quit Team can also help you give up smoking.
Visit quit.ie or Freefone our QUIT team on 1800 201 203 .

It's important that you stop smoking if you have bronchitis.

Smoking aggravates bronchitis and increases your risk of developing emphysema.

Stopping smoking while you have bronchitis can also be the perfect opportunity to quit altogether.

Cigarette smoke and the chemicals in cigarettes make bronchitis worse. They can increase your risk of developing chronic bronchitis and COPD. A GP or HSE Quit Team can also help you give up smoking.

Visit quit.ie or Freefone our QUIT team on 1800 201 203 .

Occupational exposure
You may also be at risk of chronic bronchitis and other types of COPD if you're often exposed to materials that can damage your lungs, such as:
- grain dust
- textiles (fabric fibres)
- ammonia
- strong acids
- chlorine
This is sometimes known as occupational bronchitis. It usually eases once you're no longer exposed to the irritant substance.

You may also be at risk of chronic bronchitis and other types of COPD if you're often exposed to materials that can damage your lungs, such as:

- grain dust
- textiles (fabric fibres)
- ammonia
- strong acids
- chlorine

This is sometimes known as occupational bronchitis. It usually eases once you're no longer exposed to the irritant substance.",causes,https://www2.hse.ie/conditions/bronchitis/#causes-of-bronchitis,/conditions/bronchitis/
bronchitis::acute_bronchitis,Bronchitis,What should I know about bronchitis and acute bronchitis?,"Acute bronchitis is temporary inflammation of the airways, causing a cough and mucus. It lasts up to 3 weeks. It can affect people of all ages, but mostly happens in children under 5. It's more common in winter and often comes on after a common cold , sore throat or flu .",acute_bronchitis,https://www2.hse.ie/conditions/bronchitis/#acute-bronchitis,/conditions/bronchitis/
bronchitis::chronic_bronchitis,Bronchitis,What should I know about bronchitis and chronic bronchitis?,Chronic bronchitis is a daily productive cough that lasts for 3 months of the year and for at least 2 years in a row. It's one of a number of lung conditions that are collectively known as chronic obstructive pulmonary disease (COPD). It mostly affects adults over 40.,chronic_bronchitis,https://www2.hse.ie/conditions/bronchitis/#chronic-bronchitis,/conditions/bronchitis/
bronchitis::complications_of_bronchitis,Bronchitis,What should I know about bronchitis and complications of bronchitis?,"Pneumonia is the most common complication of bronchitis.

It happens when the infection spreads further into the lungs, causing the tiny air sacs inside the lungs to fill up with fluid. About 1 in 20 cases of bronchitis lead to pneumonia.

People at an increased risk of developing pneumonia include:

- elderly people
- people who smoke
- people with other health conditions, such as heart, liver or kidney disease
- people with a weakened immune system

You can usually treat mild pneumonia with antibiotics at home. More severe cases may need admission to hospital.",complications_of_bronchitis,https://www2.hse.ie/conditions/bronchitis/#complications-of-bronchitis,/conditions/bronchitis/
bronchitis::treating_bronchitis,Bronchitis,What should I know about bronchitis and treating bronchitis?,"In most cases, acute bronchitis clears up by itself within a few weeks without the need for treatment. In the meantime, you should drink lots of fluid and get plenty of rest.

In some cases, the symptoms of bronchitis can last much longer. If symptoms last for at least 3 months, it's known as chronic bronchitis.

There's no cure for chronic bronchitis, but some lifestyle changes can help ease your symptoms, such as:

- eating a healthy diet
- regular moderate exercise
- avoiding smoking

There are several medicines to relieve symptoms.

Medicines called bronchodilators and steroids ""open up"" the airways. These can be taken as an inhaler or as tablets.

Mucolytic medicines thin the mucus in the lungs, making it easier to cough up.

Managing symptoms at home
If you have acute bronchitis:
- get plenty of rest
- drink lots of fluid – this helps prevent dehydration and thins the mucus in your lungs, making it easier to cough up
- treat headaches, a high temperature, and aches and pains with paracetamol or ibuprofen.
Ibuprofen is not recommended if you have asthma

If you have acute bronchitis:

- get plenty of rest
- drink lots of fluid – this helps prevent dehydration and thins the mucus in your lungs, making it easier to cough up
- treat headaches, a high temperature, and aches and pains with paracetamol or ibuprofen.

Ibuprofen is not recommended if you have asthma

Cough medicines
There's little evidence that cough medicines work.
Find out more about treating coughs
Health Products Regulatory Authority (HPRA) - hpra.ie has recommended that over-the-counter cough medicines should not be given to children under the age of 6.
Children aged 6 to 12 should only use them on the advice of a doctor or pharmacist.
You can also make an alternative to cough medicine at home, using honey and lemon. This can help soothe a sore throat and ease your cough.

There's little evidence that cough medicines work.

Find out more about treating coughs

Health Products Regulatory Authority (HPRA) - hpra.ie has recommended that over-the-counter cough medicines should not be given to children under the age of 6.

Children aged 6 to 12 should only use them on the advice of a doctor or pharmacist.

You can also make an alternative to cough medicine at home, using honey and lemon. This can help soothe a sore throat and ease your cough.

Antibiotics
Antibiotics are not routinely prescribed for bronchitis because it's normally caused by a virus.
Antibiotics have no effect on viruses.
A GP will only prescribe antibiotics if you have an increased risk of developing complications, such as pneumonia.

Antibiotics are not routinely prescribed for bronchitis because it's normally caused by a virus.

Antibiotics have no effect on viruses.

A GP will only prescribe antibiotics if you have an increased risk of developing complications, such as pneumonia.",treating_bronchitis,https://www2.hse.ie/conditions/bronchitis/#treating-bronchitis,/conditions/bronchitis/
bronchitis::when_to_contact_your_gp,Bronchitis,What should I know about bronchitis and when to contact your gp?,"Most cases of acute bronchitis can be treated at home with rest, non-steroidal anti-inflammatory drugs (NSAIDs) and plenty of fluids.

You only need to contact your GP if your symptoms are severe or unusual.

For example, contact your GP if:

- your cough is severe or lasts longer than 3 weeks
- you have a high temperature for more than 3 days – this may be a sign of flu or a more serious condition
- you cough up mucus streaked with blood
- you have an underlying heart or lung condition, such as asthma, heart failure or emphysema
- you're becoming more breathless
- you have had repeated episodes of bronchitis

A GP may need to rule out other lung infections, such as pneumonia , which has similar symptoms. If they think you may have pneumonia, you'll probably need a chest x-ray and a sample of mucus may be taken for testing.

If a GP thinks you might have an underlying condition, they may also suggest that you have a lung function test.

You'll be asked to take a deep breath and blow into a device called a spirometer. This measures the volume of air in your lungs. Decreased lung capacity can be a sign of an underlying health problem.",when_to_contact_your_gp,https://www2.hse.ie/conditions/bronchitis/#when-to-contact-your-gp,/conditions/bronchitis/
bunions::how_you_can_ease_bunion_pain,Bunions,What should I know about bunions and how you can ease bunion pain?,"You cannot get rid of bunions yourself or stop them getting worse.

But there are things you can do to relieve pain.",how_you_can_ease_bunion_pain,https://www2.hse.ie/conditions/bunions/#how-you-can-ease-bunion-pain,/conditions/bunions/
bunions::surgery_for_bunions,Bunions,What should I know about bunions and surgery for bunions?,"A GP may refer you to a surgeon if your bunion is very painful or is having a big effect on your life.

Surgery is not done just to improve how your feet look.

Surgery is the only way to remove a bunion and correct any deformity.",surgery_for_bunions,https://www2.hse.ie/conditions/bunions/#surgery-for-bunions,/conditions/bunions/
bunions::treatments_from_a_gp_or_podiatrist,Bunions,What should I know about bunions and treatments from a gp or podiatrist?,"A GP or podiatrist can tell you:

- what you can do to ease your symptoms
- how to reduce bunion pain using insoles, toe spacers and toe supports",treatments_from_a_gp_or_podiatrist,https://www2.hse.ie/conditions/bunions/#treatments-from-a-gp-or-podiatrist,/conditions/bunions/
c_auris::symptoms,C. auris,What are the symptoms of c. auris?,"Signs of an infection caused by C. auris include:

- a high temperature
- aches and pains
- chills",symptoms,https://www2.hse.ie/conditions/c-auris/#symptoms-of-c-auris,/conditions/c-auris/
c_auris::causes,C. auris,What causes c. auris?,"C. auris is more likely to cause an infection for people who are already very sick.

Healthy people are not usually at risk of C. auris infections. This includes children and pregnant women.

The following things can put you at higher risk of C. auris infection:

- major surgery
- having a medical device inserted into your body, such as a catheter or IV line
- cancer treatment
- treatment in an intensive care unit or transplant ward",causes,https://www2.hse.ie/conditions/c-auris/#causes-of-c-auris-infection,/conditions/c-auris/
c_auris::prevention,C. auris,How can c. auris be prevented?,"Lower the risk of picking up and spreading C. auris in hospitals by:

- cleaning your hands often
- using your own soap, flannel, sponge and razor
- keeping your fingernails cut short to stop bacteria from building up under your nails

If you are in hospital:

- limit contact with patients and keep away from their bed space
- avoid sharing food, newspapers or other personal items with patients
- tell staff if facilities in a hospital or clinic are not clean

If you know you carry C. auris
Tell the doctor when you make an appointment and when you get to the surgery or hospital.
If you're in hospital, you might need to stay in your own room or a ward with people who carry C. auris.
If you carry C. auris, this should not get in the way of your normal home life. C. auris is less likely to harm people well enough to be at home.
You do not need to limit contact with anyone. You also do not need to tell friends or family that you have C. auris.

Tell the doctor when you make an appointment and when you get to the surgery or hospital.

If you're in hospital, you might need to stay in your own room or a ward with people who carry C. auris.

If you carry C. auris, this should not get in the way of your normal home life. C. auris is less likely to harm people well enough to be at home.

You do not need to limit contact with anyone. You also do not need to tell friends or family that you have C. auris.",prevention,https://www2.hse.ie/conditions/c-auris/#preventing-the-spread-of-c-auris,/conditions/c-auris/
c_auris::diagnosing_c_auris_infection,C. auris,What should I know about c. auris and diagnosing c auris infection?,"Your healthcare team will take a swab or sample from your body. They will then test those samples in a lab.

As this bug is still very rare, most hospitals only test for the bug in people who are in intensive care or have been in hospital abroad.",diagnosing_c_auris_infection,https://www2.hse.ie/conditions/c-auris/#diagnosing-c-auris-infection,/conditions/c-auris/
c_auris::how_long_c_auris_can_last,C. auris,What should I know about c. auris and how long c auris can last?,"C. auris can live on your skin for months or even years.

If you do not take antibiotics for a long time, this increases the chance of it fading away.",how_long_c_auris_can_last,https://www2.hse.ie/conditions/c-auris/#how-long-c-auris-can-last,/conditions/c-auris/
c_auris::how_you_get_c_auris,C. auris,What should I know about c. auris and how you get c auris?,"C.auris is a rare bug. There's often no way of knowing when or where you picked it up.

Normally C. auris lives harmlessly on the skin or in the body. But sometimes it can get into the bladder, kidney, lung or blood and cause very serious infection.

This usually happens in patients who are more at risk. For example, people who are in intensive care or who are having chemotherapy.",how_you_get_c_auris,https://www2.hse.ie/conditions/c-auris/#how-you-get-c-auris,/conditions/c-auris/
c_auris::treatment_of_c_auris,C. auris,What should I know about c. auris and treatment of c auris?,"C. auris can be treated with a specific type of antibiotics . Common treatments will not work.

We may also offer you a special shampoo and body wash to help remove the C. auris. During treatment, change your bedding, clothes and towel every day. Keep your laundry separate from other people's items. Wash it at the highest temperature possible for the material.",treatment_of_c_auris,https://www2.hse.ie/conditions/c-auris/#treatment-of-c-auris,/conditions/c-auris/
c_diff::symptoms,C. diff,What are the symptoms of c. diff?,"Common symptoms of C. diff infection include:

- diarrhoea - varies from mild and watery to very severe and sometimes has a very bad smell
- feeling sick (nausea)
- a high temperature (fever) of 38 degrees Celsius or above
- loss of appetite

Some people who are very sick can have blood in their poo and get very severe bloating of the abdomen (tummy).

Having diarrhoea while taking antibiotics does not always mean you have a C. diff infection. Diarrhoea can be caused by a number of conditions and is a common side effect of antibiotics.",symptoms,https://www2.hse.ie/conditions/c-diff/#symptoms-of-c-diff-infection,/conditions/c-diff/
c_diff::causes,C. diff,What causes c. diff?,"Things that increase your risk of becoming ill with a C. diff infection include:

- antibiotics - you are more than likely to become ill if you are taking antibiotics for a long time
- drugs that block production of stomach acid such as proton pump inhibitors (PPIs)
- being over 65
- long-term kidney disease
- tummy (abdomen) surgery
- having a nasogastric tube (a tube placed in your stomach)",causes,https://www2.hse.ie/conditions/c-diff/#causes-of-c-diff-infection,/conditions/c-diff/
c_diff::prevention,C. diff,How can c. diff be prevented?,"To stop getting and spreading C. diff:

- clean your hands often
- clean your hands thoroughly after going to the toilet and before eating
- use your own soap, flannel, sponge and razor

If you are in hospital:

- limit contact with other patients and keep away from their bed space
- avoid sharing food, newspapers or other personal items with other patients
- tell staff if facilities in a hospital or clinic are not clean

Visitors must clean their hands thoroughly before and after they see you. They should not sit on your bed.",prevention,https://www2.hse.ie/conditions/c-diff/#preventing-c-diff-infection,/conditions/c-diff/
c_diff::diagnosing_c_diff_infection,C. diff,What should I know about c. diff and diagnosing c diff infection?,"If you become ill with symptoms that may be caused by C. diff, a sample of your poo (faeces) will be sent to a lab for testing.",diagnosing_c_diff_infection,https://www2.hse.ie/conditions/c-diff/#diagnosing-c-diff-infection,/conditions/c-diff/
c_diff::how_you_get_c_diff,C. diff,What should I know about c. diff and how you get c diff?,"You can get C. diff from contact with:

- someone with a C. diff infection
- a toilet seat with C. diff on it

If you get C. diff on your hands, it can get into your mouth when you eat or drink. It can then start to grow in your bowel. This does not usually cause any illness.

If you have C. diff in your bowel, it will come out of your body in your poo (faeces).

The bacteria can survive for a long time on hands and surfaces, such as:

- toilet seats
- table tops
- beds
- floors
- clothing",how_you_get_c_diff,https://www2.hse.ie/conditions/c-diff/#how-you-get-c-diff,/conditions/c-diff/
c_diff::treatment_of_c_diff_infection,C. diff,What should I know about c. diff and treatment of c diff infection?,"Drink plenty of fluids so you do not become dehydrated because of the diarrhoea.

If the infection is mild, you should be able to recover at home.

If an antibiotic caused the C. diff infection, your doctor may:

- stop your antibiotic treatment
- give you a different antibiotic to treat the C. diff infection

Sometimes the C. diff infection will settle down on its own if your doctor can stop all antibiotics.

Infections usually respond well to treatment. Most people make a full recovery in 1 to 2 weeks. But symptoms can come back for around 1 in 5 people and treatment may need to be repeated.

Some people get very bad flare-ups when they stop treatment. If you do, you may need a faecal transplant (transfer of poo bugs from someone else) to treat the infection.

Repeat infections
A small number of people who receive treatment for C. diff can get repeated infections. In some cases, a faecal transplant (transfer of poo bugs from someone else) may be needed.
In rare cases, a serious C. diff infection may need surgery to remove a damaged section of the bowel.

A small number of people who receive treatment for C. diff can get repeated infections. In some cases, a faecal transplant (transfer of poo bugs from someone else) may be needed.

In rare cases, a serious C. diff infection may need surgery to remove a damaged section of the bowel.",treatment_of_c_diff_infection,https://www2.hse.ie/conditions/c-diff/#treatment-of-c-diff-infection,/conditions/c-diff/
covid-19_coronavirus::covid-19_vaccination,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and covid-19 vaccination?,How to get your COVID-19 vaccine,covid-19_vaccination,https://www2.hse.ie/conditions/covid19/#covid-19-vaccination,/conditions/covid19/
covid-19_coronavirus::if_you_are_a_close_contact,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and if you are a close contact?,Find out what you need to do if you are a close contact,if_you_are_a_close_contact,https://www2.hse.ie/conditions/covid19/#if-you-are-a-close-contact,/conditions/covid19/
covid-19_coronavirus::if_you_have_covid-19,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and if you have covid-19?,Find out what to do if you or your child have COVID-19,if_you_have_covid-19,https://www2.hse.ie/conditions/covid19/#if-you-have-covid-19,/conditions/covid19/
covid-19_coronavirus::long_covid,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and long covid?,The long-term effects of COVID-19 and living with long COVID,long_covid,https://www2.hse.ie/conditions/covid19/#long-covid,/conditions/covid19/
covid-19_coronavirus::people_at_higher_risk,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and people at higher risk?,Some groups of people may be more at risk of serious illness if they catch COVID-19,people_at_higher_risk,https://www2.hse.ie/conditions/covid19/#people-at-higher-risk,/conditions/covid19/
covid-19_coronavirus::prevent_the_spread_of_covid-19,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and prevent the spread of covid-19?,Find out how COVID-19 is spread and how you can protect yourself and others from infection,prevent_the_spread_of_covid-19,https://www2.hse.ie/conditions/covid19/#prevent-the-spread-of-covid-19,/conditions/covid19/
covid-19_coronavirus::recovery,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and recovery?,Advice on managing symptoms of COVID-19 and long COVID at home,recovery,https://www2.hse.ie/conditions/covid19/#recovery,/conditions/covid19/
covid-19_coronavirus::resources_and_translations,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and resources and translations?,"Accessible formats, translated information, posters, booklets and videos",resources_and_translations,https://www2.hse.ie/conditions/covid19/#resources-and-translations,/conditions/covid19/
covid-19_coronavirus::symptoms_and_treatment,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and symptoms and treatment?,Information about the symptoms and treatment of COVID-19,symptoms_and_treatment,https://www2.hse.ie/conditions/covid19/#symptoms-and-treatment,/conditions/covid19/
covid-19_coronavirus::testing,COVID-19 (coronavirus),What should I know about covid-19 (coronavirus) and testing?,Information on COVID-19 testing and test results,testing,https://www2.hse.ie/conditions/covid19/#testing,/conditions/covid19/
cpe::symptoms,CPE,What are the symptoms of cpe?,"Symptoms of a CPE infection include:

- a high temperature
- aches and pains
- chills
- tiredness
- weakness
- confusion",symptoms,https://www2.hse.ie/conditions/cpe/#symptoms-of-cpe-infection,/conditions/cpe/
cpe::causes,CPE,What causes cpe?,"CPE are more likely to spread to people who are already very sick.

Healthy people, including children and pregnant women, are at very low risk of CPE infection.

Things that put you at higher risk of CPE infection are:

- major surgery
- having a medical device inserted into your body, such as a catheter or IV line
- cancer treatment
- treatment in an intensive care unit or a transplant ward",causes,https://www2.hse.ie/conditions/cpe/#causes-of-cpe-infection,/conditions/cpe/
cpe::prevention,CPE,How can cpe be prevented?,"To stop getting and spreading CPE:

- clean your hands often
- clean your hands thoroughly after going to the toilet, before eating and before touching raw meat
- use your own soap, flannel, sponge and razor
- keep the toilet rim, toilet seat and flush handle clean

If you are in hospital:

- limit contact with patients and keep away from their bed space
- avoid sharing food, newspapers or other personal items with patients
- tell staff if facilities in a hospital or clinic are not clean",prevention,https://www2.hse.ie/conditions/cpe/#preventing-the-spread-of-cpe,/conditions/cpe/
cpe::diagnosing_cpe,CPE,What should I know about cpe and diagnosing cpe?,"You might need to give samples if you're in hospital or going into hospital.

A doctor or nurse will take a sample from your poo or a swab sample from your bottom. This can feel uncomfortable but it is not painful.

The sample is then sent to a lab for testing. You should get the result back within a few days.",diagnosing_cpe,https://www2.hse.ie/conditions/cpe/#diagnosing-cpe,/conditions/cpe/
